iteration,seconds
1,23.695667505264282
2,18.656718730926514
3,19.4111168384552
4,20.13504934310913
5,20.61373805999756
6,21.496293306350708
7,23.764747858047485
8,25.541501998901367
9,25.672144651412964
10,25.839136600494385
11,26.035794258117676
12,29.559781789779663
13,31.36851215362549
14,31.085406064987183
15,34.27051043510437
16,33.50688290596008
17,36.4311306476593
18,35.64242172241211
19,40.560134410858154
20,41.05018734931946
21,43.572240114212036
22,43.90708923339844
23,40.41289186477661
24,47.264737606048584
25,43.415443897247314
26,47.360448598861694
27,48.14863395690918
28,48.321124792099
29,48.84717321395874
30,45.165462255477905
31,47.198383808135986
32,48.87976431846619
33,43.44968771934509
34,44.267674684524536
35,43.32173275947571
36,38.13284873962402
37,36.27166533470154
38,36.29968595504761
39,30.96408700942993
40,31.90545678138733
41,32.70961594581604
42,33.388787031173706
43,30.45717716217041
44,29.422960996627808
45,28.86465311050415
46,29.213656187057495
47,28.728824615478516
48,26.575488805770874
49,24.954046487808228
50,26.82756471633911
51,23.192945957183838
52,32.98813009262085
53,25.63894510269165
54,27.40635323524475
55,26.735153675079346
56,24.63783311843872
57,22.994794368743896
58,24.219347953796387
59,24.411920070648193
60,24.43775248527527
61,23.018158435821533
62,24.696753978729248
63,24.410593509674072
64,23.344977378845215
65,25.55812668800354
66,24.000776052474976
67,24.523476123809814
68,25.777801275253296
69,25.167463302612305
70,24.636469841003418
71,23.68540930747986
72,24.54966926574707
73,25.315208435058594
74,25.027910709381104
75,23.873751640319824
76,25.113893508911133
77,24.785717725753784
78,25.201257944107056
79,22.302552461624146
80,23.904969453811646
81,25.365444660186768
82,26.0290949344635
83,22.51847243309021
84,25.893593788146973
85,24.85308837890625
86,24.083662509918213
87,23.297416925430298
88,24.711909532546997
89,25.629178524017334
90,21.442007780075073
91,29.329259872436523
92,23.952733278274536
93,20.71819496154785
94,20.75003981590271
95,23.715993404388428
96,20.857417583465576
97,24.396302938461304
98,22.502250909805298
99,23.27525544166565
100,22.513577461242676
101,22.668028116226196
102,22.208155632019043
103,23.524502277374268
104,23.895331144332886
105,23.586947441101074
106,21.16048836708069
