iteration,seconds
1,22.054386377334595
2,18.30797576904297
3,19.19479250907898
4,20.33837914466858
5,20.373521327972412
6,21.614450454711914
7,23.82485818862915
8,24.336734771728516
9,26.32727885246277
10,31.999547958374023
11,30.51654577255249
12,33.296815633773804
13,37.136682748794556
14,41.14723515510559
15,46.21812558174133
16,47.40322136878967
17,56.91415524482727
18,54.33796167373657
19,67.45900893211365
20,78.53571438789368
21,85.90391445159912
22,95.19475626945496
23,106.59018278121948
24,119.39883255958557
25,127.50842618942261
26,138.2772455215454
27,149.7204999923706
28,158.98392462730408
29,177.4605917930603
30,166.55335903167725
31,175.19764685630798
32,205.5504629611969
33,220.97020840644836
34,242.18847489356995
35,241.84249591827393
36,247.40041136741638
37,226.05304050445557
38,276.6459939479828
39,241.99634408950806
40,300.8917887210846
41,283.0069239139557
42,305.0544807910919
43,320.3020474910736
44,320.1907858848572
45,327.00275206565857
46,342.35548400878906
47,346.6341724395752
48,343.4953246116638
49,351.72854018211365
50,363.74723076820374
51,368.62514185905457
52,378.54444909095764
53,368.9595892429352
54,332.7007260322571
55,374.4996716976166
56,390.39758563041687
57,402.60921597480774
58,338.6319077014923
59,368.9754116535187
60,423.99649357795715
61,434.15614008903503
62,404.08037209510803
63,443.56974840164185
64,438.44441509246826
65,442.19178795814514
66,459.0332067012787
67,467.72439312934875
68,466.68260502815247
69,471.0449306964874
70,468.94160652160645
71,445.066130399704
72,465.6150166988373
73,473.1181871891022
74,491.84953117370605
75,468.02747654914856
76,497.3597059249878
77,514.6690745353699
78,514.4428906440735
79,502.3266055583954
80,490.29328536987305
81,495.6890413761139
82,544.0008084774017
83,548.1510207653046
84,543.8275048732758
85,529.3545598983765
86,561.2753767967224
87,564.7641937732697
88,584.65314412117
89,541.049925327301
90,551.5559055805206
91,504.81453561782837
92,548.6480057239532
93,549.5772156715393
94,548.7098939418793
95,528.2619557380676
96,591.8167607784271
97,621.842616558075
98,626.6103398799896
99,635.5516583919525
100,646.4305348396301
101,600.6832005977631
102,643.1496093273163
103,588.3368997573853
104,658.6893954277039
105,677.0793642997742
106,674.3233306407928
107,667.8479385375977
108,651.9900386333466
109,681.6041414737701
110,691.542973279953
111,623.6437966823578
112,697.255373954773
113,707.2535262107849
114,658.2308869361877
115,667.9485683441162
116,711.2424218654633
117,681.966269493103
118,714.3944187164307
