iteration,seconds
1,20.30838942527771
2,17.234466314315796
3,20.200245141983032
4,21.07279872894287
5,21.758342027664185
6,21.926403045654297
7,22.676106214523315
8,22.686838388442993
9,25.75224804878235
10,26.71022343635559
11,29.68194055557251
12,28.76593542098999
13,31.317333221435547
14,33.091023206710815
15,28.21584439277649
16,36.03921818733215
17,35.47102999687195
18,38.48224210739136
19,37.141188621520996
20,41.68428301811218
21,42.97228789329529
22,44.9606659412384
23,45.69286489486694
24,47.59804558753967
25,40.59844994544983
26,47.935322523117065
27,44.907877922058105
28,48.1323664188385
29,47.28951573371887
30,49.35233974456787
31,43.138559341430664
32,49.04734444618225
33,46.37143135070801
34,44.99433636665344
35,43.4658408164978
36,40.02138805389404
37,38.65762710571289
38,37.5832245349884
39,36.036203145980835
40,32.33356714248657
41,34.203365087509155
42,34.54431462287903
43,31.264474868774414
44,29.97882390022278
45,26.814420461654663
46,26.86086368560791
47,27.993194103240967
48,27.45803451538086
49,27.680248498916626
50,26.735573053359985
51,27.39913845062256
52,25.705493211746216
53,26.89739227294922
54,23.57023334503174
55,26.456886291503906
56,24.838188409805298
57,24.750131607055664
58,24.44814658164978
59,24.765595197677612
60,24.375977039337158
61,25.621119260787964
62,24.99026584625244
63,25.80633234977722
64,23.7740957736969
65,23.539523601531982
66,23.971633911132812
67,24.222978830337524
68,25.683042526245117
69,25.416194915771484
70,25.002581119537354
71,25.209317922592163
72,24.81632947921753
73,24.43157148361206
74,25.70534038543701
75,22.990399837493896
76,27.0236394405365
77,25.709922790527344
78,24.64890170097351
79,25.210204601287842
80,24.878930807113647
81,24.194509744644165
82,22.69154953956604
83,23.401334047317505
84,26.190879106521606
85,26.198763608932495
86,25.814059734344482
87,24.611087560653687
88,26.05887794494629
89,25.754822969436646
90,25.83836555480957
91,23.73381209373474
92,25.81858491897583
93,24.86627435684204
94,24.449074506759644
95,22.949218034744263
96,25.200615167617798
97,24.83748149871826
98,23.0203058719635
99,23.998269081115723
100,23.790849685668945
101,22.770066738128662
102,25.174519777297974
103,23.12246537208557
104,23.562920093536377
105,24.24779224395752
106,24.299155950546265
