iteration,seconds
1,18.743638515472412
2,32.68799829483032
3,52.24414348602295
4,81.00097370147705
5,119.20874238014221
6,117.13955950737
7,114.80134558677673
8,115.04674696922302
9,116.28265166282654
10,117.55671954154968
11,116.93899631500244
12,119.03388667106628
13,120.75622057914734
14,120.8890769481659
15,124.78111028671265
16,127.90438652038574
17,130.28475141525269
18,134.15209078788757
19,142.31601858139038
20,146.29301953315735
21,146.43004035949707
22,156.4415521621704
23,160.85223960876465
24,165.773832321167
25,163.9888436794281
26,176.73470997810364
27,177.99761247634888
28,178.37451767921448
29,187.14898991584778
30,192.52728176116943
31,190.06452083587646
32,193.1170072555542
33,197.63774633407593
34,187.5752785205841
35,187.05269932746887
36,189.91860580444336
37,177.62779235839844
38,169.7426314353943
39,176.81237268447876
40,156.13333415985107
41,161.7771508693695
42,163.96686387062073
43,157.32593750953674
44,139.95400381088257
45,145.32637286186218
46,139.1411190032959
47,133.57956624031067
48,130.08719301223755
49,122.80486178398132
50,120.26588797569275
51,115.27588319778442
52,115.21553087234497
53,117.08841109275818
54,111.75186657905579
55,100.94783544540405
56,99.84952068328857
57,107.77063632011414
58,101.84395503997803
59,104.14011788368225
60,103.61222791671753
61,102.81750082969666
62,88.31822347640991
63,87.43750548362732
64,88.00172805786133
65,84.05535507202148
66,85.1445107460022
67,88.31973576545715
68,87.37620663642883
69,85.40762710571289
70,87.50775933265686
71,69.05769395828247
72,71.44481706619263
73,70.88084268569946
74,69.74756598472595
75,66.00096035003662
76,70.88998651504517
77,72.08144855499268
78,65.74569463729858
79,72.42672419548035
80,68.75258088111877
81,68.52776980400085
82,72.75264930725098
83,72.06689739227295
84,71.42068338394165
85,72.80508470535278
86,70.66261768341064
87,73.82848572731018
88,71.19670462608337
89,71.57909774780273
90,72.12083411216736
91,74.57449388504028
92,71.56390714645386
93,71.99563837051392
94,74.88510823249817
95,74.77247405052185
96,74.56625604629517
97,76.1070785522461
98,73.87704634666443
99,73.91087675094604
100,75.15724968910217
101,73.92023348808289
102,75.83589696884155
103,75.28679728507996
104,74.92675495147705
105,75.09804010391235
106,74.08439993858337
107,71.81703543663025
108,70.19174265861511
109,72.02164578437805
110,68.39780354499817
111,71.84409236907959
112,70.17710900306702
113,70.63138508796692
114,69.91050553321838
115,63.52019667625427
116,67.12300682067871
